id,aligned,n_revisions,human_explanation,llm_explanation,human_n_explanation,llm_n_explanation,human_n_statements,llm_n_statements,human_statement_char_length,human_statement_token_length,llm_statement_char_length,llm_statement_token_length,human_explanation_char_length,human_explanation_token_length,llm_explanation_char_length,llm_explanation_token_length,human_explanation_avg_char_length,human_explanation_avg_token_length,llm_explanation_avg_char_length,llm_explanation_avg_token_length,source,errant_error_type
wiki_test_740,"These beds are a combination of bed types , where a loft bed is {perpendularly=>perpendicularly} attached to a bunk bed to form an L-shape .",1,"- Spelling of ""perpendicularly"" corrected.",- 'Perpendicularly' is the correct spelling and accurately conveys the intended meaning of the sentence.,explanation_2,explanation_1,1,1,[40],[7],[102],[17],40,7,102,17,40.0,7.0,102.0,17.0,wiki,['R:SPELL']
fce_test_290,"They are always expected to be beautiful , intelligent , {=>and} good-looking .",1,"- To combine this list of adjectives, the conjunction ""and"" is added between the last and second-to-last item.",- The conjunction 'and' was added to connect the last adjective in the series.,explanation_2,explanation_1,1,1,[108],[25],[76],[16],108,25,76,16,108.0,25.0,76.0,16.0,fce,['M:CONJ']
fce_test_790,"Finally {=>,} we should film the lunch , which is also a moment to relax for the students {,=>} and for the {teatchers , we must=>teachers . We should} n't forget to film the {teatcher=>teacher} room because if a school is made of students , it 's also made of {teatchers=>teachers} .",5,"- A comma is inserted because it is needed after an introductory phrase.
- The comma is deleted because there should be no comma before a conjunction and dependent phrase.
- The correct spelling is ""teachers.""
- A period is introduced and capitalization changes because the two independent clauses should be separated into two sentences to remove the comma splice.
- The auxiliary verb is substituted to improve fluency.
- The correct spelling is ""teacher.""","- A comma was added after ""Finally"" to separate the introductory phrase from the main clause.
- The repetition of ""we must"" was eliminated for clarity and fluency.
- ""teatchers"" was corrected to ""teachers"" for spelling.
- ""teatcher"" was corrected to ""teacher"" for spelling.
- ""teatchers"" was corrected to ""teachers"" for spelling.",explanation_1,explanation_2,6,5,"[70, 96, 35, 152, 53, 34]","[13, 17, 8, 24, 9, 8]","[91, 67, 53, 51, 53]","[18, 14, 12, 12, 12]",440,79,315,68,73.33333333333333,13.166666666666666,63.0,13.6,fce,"['M:PUNCT', 'U:PUNCT', 'R:SPELL', 'R:PUNCT', 'R:VERB:TENSE', 'R:SPELL', 'R:SPELL']"
fce_test_373,"Even if I {worked=>did work} hard on it , I was very surprised {of winning=>I} just {the=>won} first prize .",3,"- ""Worked"" was changed to ""did work"" to improve fluency.
- ""of winning"" was changed to ""I"" and ""the"" was changed to ""won"" to improve clarity and fluency.","- ""worked"" was changed to ""did work"" to use the correct structure of the past participle with the auxiliary verb ""did.""
- ""of winning"" was changed to ""I"" to make the sentence more concise and clear.
- ""the"" was removed before ""first prize"" to make the sentence more concise and natural sounding.",explanation_1,explanation_2,2,3,"[54, 94]","[14, 26]","[117, 76, 94]","[27, 19, 20]",148,40,287,66,74.0,20.0,95.66666666666669,22.0,fce,"['R:VERB:TENSE', 'R:OTHER', 'R:OTHER']"
wiki_dev_590,"A member of Social and Democratic Power ( PODEMOS ) {=>,} Fernández has been the governor of Pando Department {=>,} in northern Bolivia {=>,} since 2006 .",3,"- The preceding is a parenthetical phrase, and it needs to be set off with a comma.
- This 'in northern Bolivia' is a parenthetical phrase and needs to be set off with commas.","- Commas were added to set off the appositive phrase ""Fernández"" from the main clause.
- Commas were added to set off the prepositional phrase ""in northern Bolivia"" from the main clause.",explanation_2,explanation_1,2,2,"[81, 89]","[18, 19]","[84, 97]","[17, 19]",170,37,181,36,85.0,18.5,90.5,18.0,wiki,"['M:PUNCT', 'M:PUNCT', 'M:PUNCT']"
wiki_test_197,"During World War I {=>,} many companies in Germany {=>,} and probably elsewhere {=>,} were drawn into the aircraft industry even though they had no prior experience in aircraft design .",3,"- Commas were inserted before and after the phrase ""and probably elsewhere"" to signal that this information is not essential to the meaning of the sentence as a whole.
- A comma was inserted after the introductory clause ""During World War I"" since we usually need to include commas after introductory elements",- Commas are added to set off nonrestrictive clauses.,explanation_2,explanation_1,2,1,"[165, 139]","[31, 24]",[51],[9],304,55,51,9,152.0,27.5,51.0,9.0,wiki,"['M:PUNCT', 'M:PUNCT', 'M:PUNCT']"
wiki_dev_656,"{It 's=>Its} role is to develop policy in any area concerning industrial / economic development and to recommended this to {Government=>the government} , which is entitled to implement or reject such recommendations as {the Government see=>it sees} fit .",3,"- ""It's"" replaced by ""Its."" In this context, it is a possessive pronoun, so the apostrophe is not needed.
- ""The"" added before ""government"" for fluency.
- Unnecessary capitalization of ""government"" removed
- Repetition of the word ""government"" removed for conciseness.
- ""See"" replaced with correct form ""sees"" to agree with the subject, ""it.""","- ""It's"" is a contraction of ""it is"" or ""it has,"" but in this case, the possessive form ""its"" is needed.
- ""Government"" should be lowercase since it refers to a generic government rather than a specific one.
- The pronoun ""it"" is used instead of ""the government see"" to agree in number with the antecedent.",explanation_1,explanation_2,5,3,"[103, 44, 50, 60, 72]","[27, 11, 7, 11, 20]","[102, 100, 96]","[32, 19, 22]",329,76,298,73,65.8,15.2,99.33333333333331,24.33333333333333,wiki,"['R:OTHER', 'M:DET', 'R:ORTH', 'R:PRON', 'U:NOUN', 'R:VERB:SVA']"
fce_dev_510,The building is huge with {high technology and=>high-tech} construction and {a=>} tight security .,2,"- The phrase ""high technology and"" was condensed to an adjective ""high-tech"" to describe ""construction."" ""High technology"" in use as a noun is disfluent language. This change increased fluency for the text.
- ""A"" was removed because the noun it refers to, ""security,"" is not countable. The determiner ""a"" takes on the meaning ""one"" and is applied to nouns that can be counted.","- ""High technology"" was changed to ""high-tech"" as it is a more concise and common way to describe advanced technology.
- ""A"" was deleted before ""tight security"" as it is not necessary.",explanation_1,explanation_2,2,2,"[204, 167]","[44, 42]","[116, 63]","[26, 16]",371,86,179,42,185.5,43.0,89.5,21.0,fce,"['R:OTHER', 'U:DET']"
fce_dev_747,"Carrying big speakers place to place was extremely tiring {=>,} but we had loads of {laugh=>laughter} .",2,"- A comma was inserted before the coordinating conjunction ""but"" to separate two independent clauses.
- The verb ""laugh"" was replaced with the noun ""laughter"" because the prepositional phrase ""loads of"" takes a noun after it.","- A comma is added to separate the two independent clauses.
- 'Laugh' is a verb and 'laughter' is a noun, so 'laughter' is used to make the sentence grammatical.",explanation_2,explanation_1,2,2,"[99, 121]","[17, 27]","[57, 99]","[11, 26]",220,44,156,37,110.0,22.0,78.0,18.5,fce,"['M:PUNCT', 'R:NOUN']"
fce_test_147,I have never imagined I {had=>would have} to face this situation .,1,"- ""had"" replaced with ""would have"" for clarity and fluency.","- The use of 'had' suggests that the situation has already been faced, while 'would have' suggests a hypothetical situation in the future.",explanation_2,explanation_1,1,1,[57],[14],[136],[28],57,14,136,28,57.0,14.0,136.0,28.0,fce,['R:VERB:TENSE']
wiki_test_40,REAL 's platform is based on the agenda of {Republicanism=>republicanism} as opposed to de-facto monarchic governance in Azerbaijan .,1,"- The word ""republicanism"" was changed to lowercase because it is not a proper noun. Common nouns are not capitalized in English.","- ""Republicanism"" was changed to ""republicanism"" to match the standard capitalization rules of American English.",explanation_1,explanation_2,1,1,[127],[25],[110],[19],127,25,110,19,127.0,25.0,110.0,19.0,wiki,['R:ORTH']
fce_test_744,"Your dance shows are very beautiful , {=>and} art exhibitions {is=>are} something original and exciting .",2,"- The conjunction was inserted to remove the comma splice. Conjunctions are necessary if two independent clauses are connected with a comma.
- The verb form was changed to fulfill the subject-verb agreement with ""art exhibitions.""","- A coordinating conjunction ""and"" is added to connect the two independent clauses.
- The verb ""is"" is changed to ""are"" to match the plural subject ""art exhibitions"".",explanation_1,explanation_2,2,2,"[138, 87]","[23, 18]","[81, 80]","[15, 21]",225,41,161,36,112.5,20.5,80.5,18.0,fce,"['M:CONJ', 'R:VERB:SVA']"
fce_test_483,"The only problem is that {=>,} on {=>April} 4th {April=>,} I have my graduation .",3,- A date was changed to follow standard American English format.,"- A comma was added to set off the non-restrictive phrase ""on April 4th.""
- The order of the month and day was switched to conform to the standard American format.",explanation_1,explanation_2,1,2,[62],[11],"[71, 87]","[18, 17]",62,11,158,35,62.0,11.0,79.0,17.5,fce,"['M:PUNCT', 'R:WO', 'M:PUNCT']"
wiki_test_401,"While India {believe=>believed} it was {it 's=>its} territory , China believed India had intruded on their side .",2,"- ""believe"" was changed to ""believed"" because that is the correct spelling for the past tense.
- ""it's"" was changed to the possessive form ""its"" because that is the correct usage for this sentence.","- ""Believed"" is the correct past tense form of the verb ""believe.""
- ""It's"" is a contraction of ""it is"" or ""it has"" and is not appropriate in this context. ""Its"" is the possessive form of ""it"" and is the correct choice here.",explanation_2,explanation_1,2,2,"[92, 100]","[20, 23]","[64, 155]","[16, 43]",192,43,219,59,96.0,21.5,109.5,29.5,wiki,"['R:VERB:TENSE', 'R:OTHER']"
fce_test_761,"It was a big {fault=>mistake} to {gave=>tell} her a secret , especially an important one .",2,"- ""Fault"" was replaced with ""mistake"" as ""mistake"" more commonly occurs with adjectives like ""big.""
- ""Gave"" was replaced with ""tell"" because the past tense cannot be used with the infinitive ""to"" and ""tell"" often collocates with ""a secret.""","- ""Fault"" is not the correct word choice in this context. ""Mistake"" is a better fit.
- ""Gave"" is incorrect verb tense here. ""Tell"" is the correct verb tense.",explanation_2,explanation_1,2,2,"[97, 139]","[23, 35]","[82, 70]","[21, 18]",236,58,152,39,118.0,29.0,76.0,19.5,fce,"['R:NOUN', 'R:VERB']"
wiki_test_793,"The membership of McLean 's later bands {were=>was} drawn from his students in Hartford , including Steve Davis and his stepson René , who is a jazz saxophonist and flautist {=>,} as well as a jazz educator .",2,"- The verb ""was"" agrees with the singular subject, ""membership.""
- A comma is usually used before phrases that begin with ""as well as.""","- ""Membership"" is a singular noun and therefore requires the singular verb ""was.""
- Comma added before ""as well as"" to separate it from the previous clause.",explanation_1,explanation_2,2,2,"[62, 68]","[15, 16]","[79, 72]","[17, 16]",130,31,151,33,65.0,15.5,75.5,16.5,wiki,"['R:VERB:SVA', 'M:PUNCT']"
fce_test_689,"Also {=>,} in the {advertisment=>advertisement ,} you wrote that discounts were available , but they were n't {, And=>. You} also {=>wrote} that people could visit the {theatre=>theater} restaurant after the show , to eat {some thing=>something} or to have a drink .",6,"- A comma was added after the introductory word. An introductory word or phrase must always be followed by a comma.
- The word ""advertisement"" was corrected for spelling.
- A comma was added after ""advertisement"" because it signals the end of a clarifying clause that gives more information about the following thought.
- The original compound sentence was punctuated incorrectly, so to correct this, two sentences were formed by ending the first with a period and beginning the second with the subject ""You.""
- The verb ""wrote"" was inserted to create a second sentence.
- The word ""theater"" was corrected for spelling.
- The word ""something"" was corrected to be one word.","- The first edit adds commas to improve readability and organization.
- The second edit corrects the spelling of 'advertisement.'
- The third edit corrects the use of 'And' and replaces it with a period to create two separate sentences.
- The fourth edit corrects the spelling of 'theater.'
- The fifth edit corrects the spacing and spelling of 'something.'",explanation_2,explanation_1,7,5,"[113, 52, 146, 187, 58, 46, 50]","[22, 10, 26, 35, 13, 10, 12]","[67, 57, 104, 51, 64]","[11, 11, 22, 11, 13]",652,128,343,68,93.14285714285714,18.285714285714285,68.6,13.6,fce,"['M:PUNCT', 'R:SPELL', 'M:PUNCT', 'R:PUNCT', 'R:OTHER', 'M:VERB', 'R:MORPH', 'R:ORTH']"
wiki_test_156,"It is preferable to help your wingmen when they ask for assistance , as they will engage some of the {enemys=>enemies} not destroyed by the player {,=>} and thereby make it easier to achieve {=>the} maximum score {in=>on} a given level .",4,"- The correct spelling of the plural is ""enemies.""
- This edit removes an ungrammatical comma splice.
- ""Maximum score"" is a common noun and needs an article.
- This edit is incorrect/unnecessary.","- ""Enemys"" was corrected to ""enemies"" for proper pluralization.
- A comma was removed to improve sentence flow.
- ""In"" was changed to ""on"" to better convey the idea of achieving a score on a specific level.
- ""The"" was added before ""maximum score"" for clarity.",explanation_2,explanation_1,4,4,"[48, 48, 54, 35]","[11, 8, 13, 7]","[61, 45, 92, 51]","[13, 9, 23, 13]",185,39,249,58,46.25,9.75,62.25,14.5,wiki,"['R:SPELL', 'U:PUNCT', 'M:DET', 'R:PREP']"
