id,errant_original_start,errant_original_end,errant_original_string,errant_revised_start,errant_revised_end,errant_revised_string,errant_error_type,algorithm_n_revisions,original,revised,algorithm_aligned
fce_test_496,5,6,we,5,5,,U:PRON,1,What do you think if we will go to visit the Arts Museum ?,What do you think of going to visit the Arts Museum ?,What do you think {if we will go=>of going} to visit the Arts Museum ?
fce_test_496,6,8,will go,5,6,going,R:VERB:TENSE,1,What do you think if we will go to visit the Arts Museum ?,What do you think of going to visit the Arts Museum ?,What do you think {if we will go=>of going} to visit the Arts Museum ?
wiki_test_414,8,9,for,8,9,on,R:PREP,2,The current target date for completion of construction for a new facility have been stated as the beginning of the 2010 MLS season .,The current target date for completion of construction on a new facility has been stated as the beginning of the 2010 MLS season .,The current target date for completion of construction {for=>on} a new facility {have=>has} been stated as the beginning of the 2010 MLS season .
wiki_test_414,12,13,have,12,13,has,R:VERB:SVA,2,The current target date for completion of construction for a new facility have been stated as the beginning of the 2010 MLS season .,The current target date for completion of construction on a new facility has been stated as the beginning of the 2010 MLS season .,The current target date for completion of construction {for=>on} a new facility {have=>has} been stated as the beginning of the 2010 MLS season .
fce_dev_666,5,6,the,5,5,,U:DET,1,I heard them talking behind the stage .,I heard them talking behind stage .,I heard them talking behind {the=>} stage .
wiki_test_187,6,7,grow,6,7,grown,R:VERB:FORM,2,"By 1995 , the event had grow to 10,000 gays and lesbians traveling for the gay day at Disney .","By 1995 , the event had grown to 10,000 gays and lesbians traveling for Gay Day at Disney .","By 1995 , the event had {grow=>grown} to 10,000 gays and lesbians traveling for {the gay day=>Gay Day} at Disney ."
wiki_test_187,14,15,the,14,14,,U:DET,2,"By 1995 , the event had grow to 10,000 gays and lesbians traveling for the gay day at Disney .","By 1995 , the event had grown to 10,000 gays and lesbians traveling for Gay Day at Disney .","By 1995 , the event had {grow=>grown} to 10,000 gays and lesbians traveling for {the gay day=>Gay Day} at Disney ."
wiki_test_187,15,17,gay day,14,16,Gay Day,R:ORTH,2,"By 1995 , the event had grow to 10,000 gays and lesbians traveling for the gay day at Disney .","By 1995 , the event had grown to 10,000 gays and lesbians traveling for Gay Day at Disney .","By 1995 , the event had {grow=>grown} to 10,000 gays and lesbians traveling for {the gay day=>Gay Day} at Disney ."
wiki_test_18,8,9,el,8,9,El,R:ORTH,4,"The suit that the matadors wear is called el Traje de Luces or the suit of lights , it is titled this because of the squence that are on it and make it shine in the light .","The suit that the matadors wear is called El Traje de Luces, or the suit of lights . It is titled this because of the sequins that are on it and make it shine in the light .","The suit that the matadors wear is called {el=>El} Traje de {Luces=>Luces,} or the suit of lights {, it=>. It} is titled this because of the {squence=>sequins} that are on it and make it shine in the light ."
wiki_test_18,11,12,Luces,11,12,"Luces,",R:SPELL,4,"The suit that the matadors wear is called el Traje de Luces or the suit of lights , it is titled this because of the squence that are on it and make it shine in the light .","The suit that the matadors wear is called El Traje de Luces, or the suit of lights . It is titled this because of the sequins that are on it and make it shine in the light .","The suit that the matadors wear is called {el=>El} Traje de {Luces=>Luces,} or the suit of lights {, it=>. It} is titled this because of the {squence=>sequins} that are on it and make it shine in the light ."
wiki_test_18,17,19,", it",17,19,. It,R:PUNCT,4,"The suit that the matadors wear is called el Traje de Luces or the suit of lights , it is titled this because of the squence that are on it and make it shine in the light .","The suit that the matadors wear is called El Traje de Luces, or the suit of lights . It is titled this because of the sequins that are on it and make it shine in the light .","The suit that the matadors wear is called {el=>El} Traje de {Luces=>Luces,} or the suit of lights {, it=>. It} is titled this because of the {squence=>sequins} that are on it and make it shine in the light ."
wiki_test_18,25,26,squence,25,26,sequins,R:NOUN,4,"The suit that the matadors wear is called el Traje de Luces or the suit of lights , it is titled this because of the squence that are on it and make it shine in the light .","The suit that the matadors wear is called El Traje de Luces, or the suit of lights . It is titled this because of the sequins that are on it and make it shine in the light .","The suit that the matadors wear is called {el=>El} Traje de {Luces=>Luces,} or the suit of lights {, it=>. It} is titled this because of the {squence=>sequins} that are on it and make it shine in the light ."
wiki_test_596,1,2,reciver,1,2,receiver,R:SPELL,2,"The reciver also does not know who the sender is , except perhaps by another destination , digital signature or something similar .","The receiver also does not know who the sender is , except perhaps by another destination , digital signature , or something similar .","The {reciver=>receiver} also does not know who the sender is , except perhaps by another destination , digital signature {=>,} or something similar ."
wiki_test_596,19,19,,19,20,",",M:PUNCT,2,"The reciver also does not know who the sender is , except perhaps by another destination , digital signature or something similar .","The receiver also does not know who the sender is , except perhaps by another destination , digital signature , or something similar .","The {reciver=>receiver} also does not know who the sender is , except perhaps by another destination , digital signature {=>,} or something similar ."
fce_dev_37,10,11,comfortbly,10,11,comfortably,R:SPELL,1,"Owing to all of them , I can live very comfortbly .","Owing to all of them , I can live very comfortably .","Owing to all of them , I can live very {comfortbly=>comfortably} ."
wiki_dev_499,19,21,the actual,19,20,modern-day,R:OTHER,1,"In 1750 , the office of Governor of Montevideo was created , with jurisdiction in the southern departments of the actual Uruguay .","In 1750 , the office of Governor of Montevideo was created , with jurisdiction in the southern departments of modern-day Uruguay .","In 1750 , the office of Governor of Montevideo was created , with jurisdiction in the southern departments of {the actual=>modern-day} Uruguay ."
fce_test_174,1,1,,1,2,of,M:PREP,6,"Because this situation I be very busy on the first week of july , and I apreciate if you can give me the choice to start my "" Camp California "" from July 10th .","Because of this situation , I 'll be very busy on the first week of July . I 'll appreciate it if you can give me the choice to start my "" Camp California "" on July 10th .","Because {=>of} this situation {=>,} I {=>'ll} be very busy on the first week of {july , and=>July .} I {apreciate=>'ll appreciate it} if you can give me the choice to start my "" Camp California "" {from=>on} July 10th ."
fce_test_174,3,3,,4,5,",",M:PUNCT,6,"Because this situation I be very busy on the first week of july , and I apreciate if you can give me the choice to start my "" Camp California "" from July 10th .","Because of this situation , I 'll be very busy on the first week of July . I 'll appreciate it if you can give me the choice to start my "" Camp California "" on July 10th .","Because {=>of} this situation {=>,} I {=>'ll} be very busy on the first week of {july , and=>July .} I {apreciate=>'ll appreciate it} if you can give me the choice to start my "" Camp California "" {from=>on} July 10th ."
fce_test_174,4,4,,6,7,'ll,M:CONTR,6,"Because this situation I be very busy on the first week of july , and I apreciate if you can give me the choice to start my "" Camp California "" from July 10th .","Because of this situation , I 'll be very busy on the first week of July . I 'll appreciate it if you can give me the choice to start my "" Camp California "" on July 10th .","Because {=>of} this situation {=>,} I {=>'ll} be very busy on the first week of {july , and=>July .} I {apreciate=>'ll appreciate it} if you can give me the choice to start my "" Camp California "" {from=>on} July 10th ."
